provider_name,program_name,provider_type,cost_type,ages,address,city,state,zip,phone,email,website,source_url,notes,status
Oregon City Swimming Pool,,attractions,Unknown,,1211 Jackson St,Oregon City,OR,97045,#ERROR!,,,,"4.4 stars, 252 reviews",Approved
British Swim School at 24 Hour Fitness - Tanasbourne Super Sport,,Swimming school,Unknown,,1265 NW Waterhouse Ave,Beaverton,OR,97006,#ERROR!,,,,"4.8 stars, 29 reviews",Approved
Shute Park Aquatic & Recreation Center,,Recreation center,Unknown,,953 SE Maple St,Hillsboro,OR,97123,#ERROR!,,,,"4.5 stars, 1053 reviews",Approved
Downtown Athletic Club,,Athletic club,Unknown,,999 Willamette St,Eugene,OR,97401,#ERROR!,,,,"4.4 stars, 278 reviews",Approved
Cove Aquatic Center,,attractions,Unknown,,17605 Center Dr,Bend,OR,97707,#ERROR!,,,,"4.7 stars, 61 reviews",Approved
Ocaquatics Swim School Kendall,,Swimming school,Unknown,,13408 SW 131st St,Miami,FL,33186,#ERROR!,,,,"4.9 stars, 891 reviews",Approved
Sunriver Homeowners Aquatic & Recreation Center,,attractions,Unknown,,57250 Overlook Rd,Sunriver,OR,97707,#ERROR!,,,,"4.3 stars, 1095 reviews",Approved
Amazon Pool,,attractions,Unknown,,2600 Hilyard St,Eugene,OR,97405,#ERROR!,,,,"4.5 stars, 382 reviews",Approved
Dixon Recreation Center,,Recreation center,Unknown,,"DxRC, 425 SW 26th St",Corvallis,OR,97331,#ERROR!,,,,"4.5 stars, 261 reviews",Approved
"Salem Swim School - Swim Lessons Salem, OR",,Swimming school,Unknown,,685 36th Ave NE,Salem,OR,97301,#ERROR!,,,,"4.9 stars, 91 reviews",Approved
Madras Aquatic Center,,Swimming pool,Unknown,,1195 SE Kemper Way,Madras,OR,97741,#ERROR!,,,,"4.5 stars, 261 reviews",Approved
Family YMCA of Marion and Polk Counties,,Non-profit organization,Unknown,,685 Court St NE,Salem,OR,97301,#ERROR!,,,,"3.6 stars, 153 reviews",Approved
Chehalem Aquatic and Fitness Center,,Aquatic center,Unknown,,1802 Haworth Ave,Newberg,OR,97132,#ERROR!,,,,"4.4 stars, 417 reviews",Approved
Timberhill Athletic Club,,Gym,Unknown,,2855 NW 29th St,Corvallis,OR,97330,#ERROR!,,,,"4.5 stars, 233 reviews",Approved
Eagle Crest Sports Center,,Sports complex,Unknown,,1580 Swallow Ln,Redmond,OR,97756,#ERROR!,,,,"4.4 stars, 186 reviews",Approved
Main Street Swim School: King of Prussia,,Swimming school,Unknown,,200 Village Drive,King of Prussia,PA,19406,#ERROR!,,,,"4.8 stars, 18 reviews",Approved
Central PA ISR,,Swimming instructor,Unknown,,903 Milford St,Port Royal,PA,17082,#ERROR!,,,,"5 stars, 7 reviews",Approved
British Swim School at Schreiber Center for Pediatric Development,,Swimming school,Unknown,,625 Community Way,Lancaster,PA,17603,#ERROR!,,,,"4.9 stars, 19 reviews",Approved
British Swim School at Fairfield Inn & Suites by Marriott Mechanicsburg,,Swimming school,Unknown,,503 Winding Creek Blvd,Mechanicsburg,PA,17050,#ERROR!,,,,"4.7 stars, 12 reviews",Approved
Goldfish Swim School - Langhorne,,Swimming school,Unknown,,735 Middletown Blvd,Langhorne,PA,19047,#ERROR!,,,,"4.9 stars, 64 reviews",Approved
British Swim School of Greater Philadelphia,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 27 reviews",Approved
Eagle Rock Aquatic Center,,Swimming facility,Unknown,,229 Turnberry Ln,Hazle Township,PA,18202,#ERROR!,,,,"4.4 stars, 80 reviews",Approved
Goldfish Swim School - Malvern,,Swimming school,Unknown,,309 Lancaster Ave,Malvern,PA,19355,#ERROR!,,,,"4.9 stars, 259 reviews",Approved
Aquatics Academy PA,,Swimming school,Unknown,,114 S 8th St,Stroudsburg,PA,18360,#ERROR!,,,,"5 stars, 11 reviews",Approved
PENN Aquatics,,Swimming school,Unknown,,705 Hood Blvd,Fairless Hills,PA,19030,#ERROR!,,,,"4.2 stars, 16 reviews",Approved
Northwest Swim Club of Bethlehem,,Swim club,Unknown,,1470 Pennsylvania Ave,Allentown,PA,18109,,,,,"4.6 stars, 33 reviews",Approved
KIDS FIRST Swim School - Aston,,Swimming school,Unknown,,4441 Pennell Rd,Aston Township,PA,19014,#ERROR!,,,,"4.6 stars, 76 reviews",Approved
Kunkel Aquatic Center (McGinness Pool),,Gym,Unknown,,931 Harrisburg Ave,Lancaster,PA,17603,,,,,"4.9 stars, 12 reviews",Approved
Goldfish Swim School - Warwick,,Swimming school,Unknown,,615 Greenwich Ave Unit 12,Warwick,RI,2886,#ERROR!,,,,"5 stars, 171 reviews",Approved
Pods Swimming,,Swimming school,Unknown,,111 Commercial Way,East Providence,RI,2914,#ERROR!,,,,"4.6 stars, 210 reviews",Approved
SafeSplash Swim School - West Warwick,,Swimming school,Unknown,,255 Legris Ave,West Warwick,RI,2893,#ERROR!,,,,"4.4 stars, 111 reviews",Approved
SafeSplash Swim School - Bristol,,Swimming school,Unknown,,15 Gooding Ave,Bristol,RI,2809,#ERROR!,,,,"4.5 stars, 77 reviews",Approved
Orca Aquatics,,Swim club,Unknown,,1810 Mineral Spring Ave,North Providence,RI,2904,#ERROR!,,,,"4.7 stars, 15 reviews",Approved
Katherine Moran Coleman Aquatics Center,,Indoor swimming pool,Unknown,,235 Hope St,Providence,RI,2906,#ERROR!,,,,"4.8 stars, 69 reviews",Approved
Tootell Aquatic Center,,Aquatic center,Unknown,,105 Keaney Rd,Kingston,RI,2881,#ERROR!,,,,"4.3 stars, 72 reviews",Approved
North Providence Pool & Fitness Center,,Indoor swimming pool,Unknown,,1810 Mineral Spring Ave,North Providence,RI,2904,#ERROR!,,,,"4.5 stars, 49 reviews",Approved
McDermott Pool,,attractions,Unknown,,975 Sandy Ln,Warwick,RI,2889,#ERROR!,,,,"4.4 stars, 238 reviews",Approved
Anglerfish Aquatics at the Bruce Calvert Aquatic Center,,Swimming school,Unknown,,2600 Mendon Rd,Cumberland,RI,2864,#ERROR!,,,,"5 stars, 4 reviews",Approved
Sher-Le-Mon Swim Club,,Swim club,Unknown,,2701 Mendon Rd,Cumberland,RI,2864,#ERROR!,,,,"4.4 stars, 38 reviews",Approved
Rhode Island Aquatic Club,,Swim club,Unknown,,Mill St,Newport,RI,2840,#ERROR!,,,,,Approved
Goldfish Swim School - North Attleboro,,Swimming school,Unknown,,1360 S Washington St Unit 1-A,North Attleborough,MA,2760,#ERROR!,,,,"4.9 stars, 285 reviews",Approved
Kent County YMCA,,Gym,Unknown,,900 Centerville Rd,Warwick,RI,2886,#ERROR!,,,,"4.5 stars, 194 reviews",Approved
YMCA of Greater Providence,,Non-profit organization,Unknown,,1 Virginia Ave,Providence,RI,2905,#ERROR!,,,,"4.9 stars, 12 reviews",Approved
Kingfish Rhode Island,,Swim club,Unknown,,1 Old Ferry Rd,Bristol,RI,2809,,,,,,Approved
MacColl YMCA,,Youth organization,Unknown,,32 Breakneck Hill Rd,Lincoln,RI,2865,#ERROR!,,,,"4 stars, 178 reviews",Approved
Cranston YMCA,,Gym,Unknown,,1225 Park Ave,Cranston,RI,2910,#ERROR!,,,,"4 stars, 73 reviews",Approved
The Greenwich Club,,Social club,Unknown,,5426 Post Rd,East Greenwich,RI,2818,#ERROR!,,,,"4.6 stars, 40 reviews",Approved
Smithfield YMCA,,Non-profit organization,Unknown,,15 Deerfield Dr,Greenville,RI,2828,#ERROR!,,,,"4.4 stars, 130 reviews",Approved
Sink or Swim School,,Swimming instructor,Unknown,,411 Golf Rd,Summerville,SC,29483,#ERROR!,,,,"4.9 stars, 289 reviews",Approved
Goldfish Swim School - Greenville,,Swimming school,Unknown,,607 Haywood Rd,Greenville,SC,29607,#ERROR!,,,,"4.8 stars, 200 reviews",Approved
Goldfish Swim School - Lexington,,Swimming school,Unknown,,932 N Lake Dr,Lexington,SC,29072,#ERROR!,,,,"4.8 stars, 61 reviews",Approved
British Swim School at Onelife Fitness - Forest Acres,,Swimming school,Unknown,,4114 Forest Dr,Columbia,SC,29206,#ERROR!,,,,"5 stars, 26 reviews",Approved
LowCountry Swim School,,Baby swimming school,Unknown,,,,,,#ERROR!,,,,"4.8 stars, 54 reviews",Approved
Safe 2 Swim,,Swimming school,Unknown,,101 Corporate Pkwy,Aiken,SC,29803,#ERROR!,,,,"5 stars, 25 reviews",Approved
South Carolina Swim Club,,Swim club,Unknown,,1251 Park W Blvd,Mt Pleasant,SC,29466,#ERROR!,,,,,Approved
Flutter Kicks Swim Lessons - Columbia,,Swimming instructor,Unknown,,4658 Pamlico Cir,Columbia,SC,29206,#ERROR!,,,,"5 stars, 15 reviews",Approved
KIDS FIRST Swim School - Mount Pleasant,,Swimming school,Unknown,,1000 Johnnie Dodds Blvd #104,Mt Pleasant,SC,29464,#ERROR!,,,,"4.7 stars, 98 reviews",Approved
Swim Lessons with Mary,,Swimming instructor,Unknown,,424 Westfield St,Greenville,SC,29601,#ERROR!,,,,"5 stars, 266 reviews",Approved
Palmetto Aquatics,,Swimming instructor,Unknown,,106 Hillpine Rd,Columbia,SC,29212,#ERROR!,,,,"4.7 stars, 10 reviews",Approved
The Swim Lessons Company,,Swimming instructor,Unknown,,200 Wellmore Dr,Lexington,SC,29072,#ERROR!,,,,"4.8 stars, 49 reviews",Approved
Charleston Swim School,,Swimming school,Unknown,,1455 Monitor St,North Charleston,SC,29405,#ERROR!,,,,"5 stars, 51 reviews",Approved
Greenville Splash Masters,,attractions,Unknown,,424 Westfield St,Greenville,SC,29601,#ERROR!,,,,"5 stars, 1 reviews",Approved
Miss Dru's Swimming School,,Swimming school,Unknown,,20 Riverview Rd,Ware Shoals,SC,29692,#ERROR!,,,,"4.8 stars, 6 reviews",Approved
Mitchell Recreation Center,,Recreation center,Unknown,,1300 N Main St,Mitchell,SD,57301,#ERROR!,,,,"4.4 stars, 140 reviews",Approved
Hillcrest Aquatic Center,,attractions,Unknown,,1505 5th St,Brookings,SD,57006,#ERROR!,,,,"4.1 stars, 53 reviews",Approved
Webster Aquatic Center,,attractions,Unknown,,201 12th Ave E,Webster,SD,57274,#ERROR!,,,,"4.7 stars, 23 reviews",Approved
Madison Aquatic Center & Park,,attractions,Unknown,,1000 1st St NW,Madison,SD,57042,#ERROR!,,,,"4.4 stars, 77 reviews",Approved
Madison Community Center,,Community center,Unknown,,500 11th St NE,Madison,SD,57042,#ERROR!,,,,"4.5 stars, 116 reviews",Approved
Elmen Center,,Sports complex,Unknown,,2505 S Grange Ave,Sioux Falls,SD,57105,#ERROR!,,,,"4.5 stars, 75 reviews",Approved
Splash Central Waterpark,,attractions,Unknown,,345 9th St SW,Huron,SD,57350,#ERROR!,,,,"4.5 stars, 192 reviews",Approved
Mobridge Aquatic Center,,attractions,Unknown,,1002 2nd St E,Mobridge,SD,57601,#ERROR!,,,,"5 stars, 11 reviews",Approved
Lennox Pool,,Swimming pool,Unknown,,100 Park Dr,Lennox,SD,57039,,,,,"4.6 stars, 37 reviews",Approved
Dell Rapids Swimming Pool,,attractions,Unknown,,Beach Ave,Dell Rapids,SD,57022,#ERROR!,,,,"3.8 stars, 31 reviews",Approved
EmBe,,Child care agency,Unknown,,300 W 11th St,Sioux Falls,SD,57104,#ERROR!,,,,"3.7 stars, 16 reviews",Approved
University of Tennessee Student Aquatics Center,,Aquatic center,Unknown,,2106 Andy Holt Ave,Knoxville,TN,37996,#ERROR!,,,,"4.8 stars, 111 reviews",Approved
Nashville Swim Academy,,Swimming school,Unknown,,1105 63rd Ave N,Nashville,TN,37209,#ERROR!,,,,"5 stars, 243 reviews",Approved
Swim With Ms Nancy,,Physical fitness program,Unknown,,501 Black Horse Pkwy,Franklin,TN,37069,#ERROR!,,,,"4.7 stars, 3 reviews",Approved
Ensworth Aquatics,,Swimming facility,Unknown,,7401 TN-100,Nashville,TN,37221,#ERROR!,,,,"4.8 stars, 64 reviews",Approved
Ryan's Swim Academy,,Swimming school,Unknown,,7408 Tennessee Excavating Dr Suite 101,Nolensville,TN,37135,#ERROR!,,,,"5 stars, 9 reviews",Approved
Beyond Aquatics,,Swimming facility,Unknown,,236 Robert Rose Dr,Murfreesboro,TN,37129,#ERROR!,,,,"4.5 stars, 199 reviews",Approved
British Swim School of South Wind Apartments,,Swimming school,Unknown,,549 Southwinds Dr,Franklin,TN,37064,#ERROR!,,,,"4.9 stars, 91 reviews",Approved
A+J Swim Lessons,,Swimming school,Unknown,,7102 Pleasant Grove Ct,Fairview,TN,37062,#ERROR!,,,,"5 stars, 1 reviews",Approved
SwimAmerica,,Swimming school,Unknown,,222 25th Ave N,Nashville,TN,37023,,,,,"5 stars, 3 reviews",Approved
Nashville Aquatic Club,,Sports club,Unknown,,222 25th Ave N,Nashville,TN,37203,,,,,"4.2 stars, 11 reviews",Approved
Brendan Sweetman Swimmers,,Swimming instructor,Unknown,,2001 Woodmont Blvd,Nashville,TN,37215,,,,,"4.1 stars, 14 reviews",Approved
Ensworth Swim School,,Swimming school,Unknown,,7401 TN-100,Nashville,TN,37221,#ERROR!,,,,,Approved
British Swim School at National Fitness Center - Morristown,,Swimming school,Unknown,,1950 W Andrew Johnson Hwy,Morristown,TN,37814,#ERROR!,,,,"5 stars, 3 reviews",Approved
ISR of Middle TN,,Swimming instructor,Unknown,,1100 Sparta Rd,Nashville,TN,37205,#ERROR!,,,,,Approved
Goldfish Swim School - Franklin,,Swimming school,Unknown,,1113 Murfreesboro Rd #201,Franklin,TN,37064,#ERROR!,,,,"4.6 stars, 193 reviews",Approved
SafeSplash + SwimLabs Swim School - Knoxville (Cedar Bluff),,Swimming school,Unknown,,120 N Peters Rd,Knoxville,TN,37923,#ERROR!,,,,"4.8 stars, 135 reviews",Approved
Sea Star Swim School,,Swimming school,Unknown,,127 Sanders Ferry Rd,Hendersonville,TN,37075,#ERROR!,,,,"4.5 stars, 37 reviews",Approved
Kidd Springs Aquatic Center,,attractions,Unknown,,807 W Canty St,Dallas,TX,75208,#ERROR!,,,,"4.3 stars, 232 reviews",Approved
T. Boone Pickens YMCA,,Non-profit organization,Unknown,,601 N Akard St,Dallas,TX,75201,#ERROR!,,,,"4.2 stars, 149 reviews",Approved
The Dallas World Aquarium,,attractions,Unknown,,1801 N Griffin St,Dallas,TX,75202,#ERROR!,,,,"4.4 stars, 28284 reviews",Approved
Dallas Swim Kids,,Swimming instructor,Unknown,,6465 E Mockingbird Ln #410,Dallas,TX,75214,#ERROR!,,,,"3.9 stars, 42 reviews",Approved
Kidd Springs Recreation Center,,Recreation center,Unknown,,711 W Canty St,Dallas,TX,75208,#ERROR!,,,,"4.6 stars, 343 reviews",Approved
Park South Family YMCA,,Physical fitness program,Unknown,,2500 Romine Ave,Dallas,TX,75215,#ERROR!,,,,"4.6 stars, 90 reviews",Approved
Highland Park Swimming Pool,,attractions,Unknown,,3801 Lexington Ave,Dallas,TX,75205,#ERROR!,,,,"4.6 stars, 23 reviews",Approved
Blue Pools Dallas.,,General contractor,Unknown,,2233 McKinney Ave,Dallas,TX,75201,#ERROR!,,,,"4 stars, 1 reviews",Approved
Emler Swim School of Dallas-Walnut Hill,,Swimming school,Unknown,,9820 N Central Expy #500,Dallas,TX,75231,#ERROR!,,,,"4.9 stars, 471 reviews",Approved
Robson & Lindley Aquatics Center and Barr-McMillion Natatorium,,Aquatic center,Unknown,,5550 SMU Boulevard,Dallas,TX,75206,#ERROR!,,,,"4.7 stars, 62 reviews",Approved
City Of Dallas Park and Recreation,,Local government office,Unknown,,1500 Marilla St,Dallas,TX,75201,#ERROR!,,,,"4.2 stars, 39 reviews",Approved
Swim U Swim School,,Swimming school,Unknown,,4560 W Mockingbird Ln Suite 104,Dallas,TX,75209,#ERROR!,,,,,Approved
Cowboys Fit,,Fitness center,Unknown,,411 N Washington Ave Ste 1900,Dallas,TX,75246,#ERROR!,,,,"4.5 stars, 709 reviews",Approved
"Dallas Infant Aquatics, LLC",,Swimming school,Unknown,,St Michaels Dr,Dallas,TX,75230,#ERROR!,,,,"5 stars, 4 reviews",Approved
Jim Montgomery Swim School,,Swimming school,Unknown,,14902 Preston Rd Suite 1000E,Dallas,TX,75254,#ERROR!,,,,"4.8 stars, 407 reviews",Approved
Moody Family YMCA in the Park Cities,,Non-profit organization,Unknown,,6000 Preston Rd,Dallas,TX,75205,#ERROR!,,,,"4.6 stars, 332 reviews",Approved
Holmes Aquatic Center,,Swimming pool,Unknown,,3501 Lovers Ln,Dallas,TX,75205,#ERROR!,,,,"4.1 stars, 75 reviews",Approved
Utah Swim Academy,,Swimming school,Unknown,,1145 N Geneva Rd,Provo,UT,84601,#ERROR!,,,,"4.8 stars, 358 reviews",Approved
Hunsaker Swimming,,Swimming instructor,Unknown,,41 S 100 E,Kaysville,UT,84037,#ERROR!,,,,"5 stars, 33 reviews",Approved
SwimKids,,Swimming school,Unknown,,550 W 220 S St,Pleasant Grove,UT,84062,#ERROR!,,,,"4.7 stars, 227 reviews",Approved
Kira's Swim School,,Swimming school,Unknown,,3742 Bryce Canyon Dr,Riverton,UT,84065,,,,,"5 stars, 40 reviews",Approved
Wayside Swim School,,Swimming school,Unknown,,8248 Wayside Cir,Sandy,UT,84094,#ERROR!,,,,"5 stars, 12 reviews",Approved
ISR Super Stars,,Swimming instructor,Unknown,,12356 900 E,Draper,UT,84020,#ERROR!,,,,"4.8 stars, 26 reviews",Approved
Orison Swim Academy,,Swimming instructor,Unknown,,610 Allison Way,Kaysville,UT,84037,#ERROR!,,,,"4.5 stars, 23 reviews",Approved
Goldfish Swim School - South Jordan,,Swimming school,Unknown,,1350 S Jordan Pkwy W,South Jordan,UT,84095,#ERROR!,,,,"4.7 stars, 533 reviews",Approved
Miss Jenn's Swim School,,Swimming school,Unknown,,559 N 1200 E,Mapleton,UT,84664,#ERROR!,,,,"5 stars, 9 reviews",Approved
Venture Swimming,,Swimming school,Unknown,,8690 Alta Canyon Dr,Sandy,UT,84093,#ERROR!,,,,"5 stars, 3 reviews",Approved
Big Blue Swim School,,Swimming school,Unknown,,1340 E Park Centre Dr,Cottonwood Heights,UT,84121,#ERROR!,,,,"4.9 stars, 438 reviews",Approved
British Swim School - Bountiful,,Swimming school,Unknown,,2399 S Main St,Bountiful,UT,84010,#ERROR!,,,,"5 stars, 6 reviews",Approved
Big Blue Swim School,,Swimming school,Unknown,,23 W Center St,Orem,UT,84057,#ERROR!,,,,"4.9 stars, 325 reviews",Approved
"The Swim Academy in Davis County, Utah",,Swimming school,Unknown,,600 N Angel St,Fruit Heights,UT,84037,#ERROR!,,,,"5 stars, 3 reviews",Approved
SwimLabs Swim School - Sandy,,Swimming school,Unknown,,834 E 9400 S #67,Sandy,UT,84094,#ERROR!,,,,"4.4 stars, 143 reviews",Approved
Silver Bear Swim School,,Swimming school,Unknown,,1792 N Boston St,Lehi,UT,84043,#ERROR!,,,,"5 stars, 312 reviews",Approved
Upper Valley Aquatic Center,,attractions,Unknown,,100 Arboretum Ln,White River Junction,VT,5001,#ERROR!,,,,"4.3 stars, 166 reviews",Approved
The Swimming Hole,,attractions,Unknown,,75 Weeks Hill Rd,Stowe,VT,5672,#ERROR!,,,,"4.3 stars, 77 reviews",Approved
Alison's Aquatic School,,Summer camp organizer,Unknown,,3103 Huntington Rd,Richmond,VT,5477,#ERROR!,,,,"5 stars, 6 reviews",Approved
Ripple Swim School,,Swimming school,Unknown,,373 Blair Park Rd,Williston,VT,5495,#ERROR!,,,,"5 stars, 8 reviews",Approved
Greater Burlington YMCA,,Fitness center,Unknown,,298 College St,Burlington,VT,5401,#ERROR!,,,,"3.9 stars, 105 reviews",Approved
Bennington Recreation Center,,Recreation center,Unknown,,655 Gage St,Bennington,VT,5201,#ERROR!,,,,"4.4 stars, 137 reviews",Approved
"The Aquatic Connection, LLC",,Swimming school,Unknown,,555 Beebe Rd,Newport,VT,5855,#ERROR!,,,,"5 stars, 40 reviews",Approved
"The EDGE Sports & Fitness, Essex, VT",,Gym,Unknown,,4 Gauthier Dr Suite A,Essex Junction,VT,5452,#ERROR!,,,,"4.2 stars, 225 reviews",Approved
Vermont Achievement Center,,Non-profit organization,Unknown,,88 Park St,Rutland,VT,5701,#ERROR!,,,,"3.7 stars, 50 reviews",Approved
Vermont Sun Fitness,,Gym,Unknown,,11 Main St,Vergennes,VT,5491,#ERROR!,,,,"3.8 stars, 27 reviews",Approved
Green Mountain Community Fitness,,Fitness center,Unknown,,652 Granger Rd,Barre,VT,5641,#ERROR!,,,,"4.7 stars, 158 reviews",Approved
Sherman Manning Aquatic Facility,,Swimming pool,Unknown,,291 Highland Ave,White River Junction,VT,5001,#ERROR!,,,,"4.9 stars, 9 reviews",Approved
Kaitlin's Beach Buddies Swim School,,Swimming school,Unknown,,3570 Lake Dunmore Rd,Salisbury,VT,5769,,,,,,Approved
Vernon REC Pool,,Outdoor swimming pool,Unknown,,607 Pond Rd,Vernon,VT,5354,#ERROR!,,,,"4.5 stars, 37 reviews",Approved
Waterbury Swimming Pool,,attractions,Unknown,,27 Butler St,Waterbury,VT,5676,#ERROR!,,,,"4 stars, 25 reviews",Approved
Edgar May Health and Recreation Center,,Recreation center,Unknown,,140 Clinton St,Springfield,VT,5156,#ERROR!,,,,"4.5 stars, 135 reviews",Approved
Sand Hill Park Swimming Pool,,attractions,Unknown,,208 Sand Hill Rd,Essex Junction,VT,5452,#ERROR!,,,,"4.5 stars, 37 reviews",Approved
Pico Fitness Center,,attractions,Unknown,,51 Alpine Dr,Rutland,VT,5701,#ERROR!,,,,"4.5 stars, 61 reviews",Approved
CCBA Witherell Recreation Center,,Recreation center,Unknown,,1 Taylor St,Lebanon,NH,3766,#ERROR!,,,,"4.4 stars, 113 reviews",Approved
Aqua-Tots Swim School Centreville,,Swimming school,Unknown,,6319 Multiplex Dr,Centreville,VA,20121,#ERROR!,,,,"4.9 stars, 129 reviews",Approved
SwimKids Swim School - Woodbridge,,Swimming instructor,Unknown,,14531 Potomac Mills Rd,Woodbridge,VA,22192,#ERROR!,,,,"4.6 stars, 241 reviews",Approved
Goldfish Swim School - Chesapeake,,Swimming school,Unknown,,1249 Cedar Rd #105,Chesapeake,VA,23322,#ERROR!,,,,"5 stars, 105 reviews",Approved
Big Blue Swim School,,Swimming school,Unknown,,6112-A Arlington Blvd,Seven Corners,VA,22044,#ERROR!,,,,"4.7 stars, 339 reviews",Approved
Goldfish Swim School - Alexandria,,Swimming school,Unknown,,3155-B Duke St,Alexandria,VA,22314,#ERROR!,,,,"4.6 stars, 205 reviews",Approved
Morgan Swim School,,Swimming school,Unknown,,7508 W Broad St,Henrico,VA,23294,#ERROR!,,,,"4.8 stars, 6 reviews",Approved
KIDS FIRST Swim School - Springfield,,Swimming school,Unknown,,5238 Port Royal Rd,Springfield,VA,22151,#ERROR!,,,,"4.6 stars, 102 reviews",Approved
Goldfish Swim School - Richmond West End,,Swimming school,Unknown,,9782 Gayton Rd,Richmond,VA,23238,#ERROR!,,,,"4.9 stars, 399 reviews",Approved
Big Blue Swim School,,Swimming school,Unknown,,9658 Main St,Fairfax,VA,22031,#ERROR!,,,,"4.7 stars, 348 reviews",Approved
Big Blue Swim School,,Swimming school,Unknown,,7202 Old Keene Mill Rd,Springfield,VA,22150,#ERROR!,,,,"4.8 stars, 430 reviews",Approved
757 Swim Aquatic Center,,Athletic club,Unknown,,5720 Warhill Trail,Williamsburg,VA,23188,,,,,"4.8 stars, 38 reviews",Approved
Aqua-Tots Swim School Virginia Beach,,attractions,Unknown,,2133 Upton Dr,Virginia Beach,VA,23454,#ERROR!,,,,"5 stars, 21 reviews",Approved
Propel Swim Academy,,Swimming school,Unknown,,43160 Amberwood Plaza,South Riding,VA,20152,#ERROR!,,,,"4.9 stars, 263 reviews",Approved
Aquatic Adventures Swim School,,Swimming school,Unknown,,2007 Electric Rd,Roanoke,VA,24018,#ERROR!,,,,"4.8 stars, 14 reviews",Approved
Little Fish Swimming,,attractions,Unknown,,6301 Campus Dr,Fredericksburg,VA,22407,#ERROR!,,,,"4.5 stars, 57 reviews",Approved
WeAquatics,,Swimming school,Unknown,,"Chinquapin Park Recreation Center, 3210 King St",Alexandria,VA,22302,#ERROR!,,,,"4.7 stars, 40 reviews",Approved
William H Rumsey Aquatic Center,,attractions,Unknown,,635 North Carolina Ave SE,Washington,DC,20003,#ERROR!,,,,"4.1 stars, 209 reviews",Approved
SafeSplash Swim School - Friendship Heights,,Swimming school,Unknown,,4300 Military Rd NW,Washington,DC,20015,#ERROR!,,,,"4.4 stars, 40 reviews",Approved
Waterside Fitness & Swim Club,,Fitness center,Unknown,,901 6th St SW,Washington,DC,20024,#ERROR!,,,,"4.4 stars, 52 reviews",Approved
Takoma Aquatic Center,,Indoor swimming pool,Unknown,,300 Van Buren St NW,Washington,DC,20012,#ERROR!,,,,"4.5 stars, 306 reviews",Approved
Brookland Swim Academy,,Aquatic center,Unknown,,5719 Kansas Ave NW,Washington,DC,20011,#ERROR!,,,,"5 stars, 1 reviews",Approved
Wilson Aquatic Center,,Swimming facility,Unknown,,4551 Fort Dr NW,Washington,DC,20016,#ERROR!,,,,"4.3 stars, 329 reviews",Approved
Long Bridge Aquatics & Fitness Center,,attractions,Unknown,,333 Long Bridge Dr,Arlington,VA,22202,#ERROR!,,,,"4.5 stars, 353 reviews",Approved
Capital Splash Swim Academy,,Swimming school,Unknown,,1921 8th St NW,Washington,DC,20001,#ERROR!,,,,,Approved
Yorktown Aquatics Center,,attractions,Unknown,,"Parking lot, 5200 Yorktown Blvd",Arlington,VA,22207,#ERROR!,,,,"4.4 stars, 111 reviews",Approved
Turkey Thicket Recreation Center,,Recreation center,Unknown,,1100 Michigan Ave NE,Washington,DC,20017,#ERROR!,,,,"4.4 stars, 650 reviews",Approved
Little Falls Swimming Club,,Swim club,Unknown,,5205 Little Falls Dr,Bethesda,MD,20816,#ERROR!,,,,"4.6 stars, 29 reviews",Approved
Peak Health Aquatic Center at Mylan Park,,Swimming facility,Unknown,,1847 Fitness Wy,Morgantown,WV,26501,#ERROR!,,,,"4.7 stars, 455 reviews",Approved
YMCA of Kanawha Valley,,Gym,Unknown,,100 YMCA Dr,Charleston,WV,25311,#ERROR!,,,,"4.4 stars, 348 reviews",Approved
Greenbrier Valley Aquatic Center,,Aquatic center,Unknown,,896 Maplewood Ave,Lewisburg,WV,24901,#ERROR!,,,,"4.7 stars, 38 reviews",Approved
YMCA of Southern WV,,Non-profit organization,Unknown,,121 E Main St,Beckley,WV,25801,#ERROR!,,,,"4.2 stars, 98 reviews",Approved
The Bridge Sports Complex,,Sports complex,Unknown,,400 Forrester Boulevard,Bridgeport,WV,26330,#ERROR!,,,,"4.6 stars, 342 reviews",Approved
Marshall Recreation Center,,Recreation center,Unknown,,402 Thundering Herd Dr,Huntington,WV,25703,#ERROR!,,,,"4.7 stars, 263 reviews",Approved
West Virginia ISR,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 14 reviews",Approved
WVU Student Recreation Center,,Recreation center,Unknown,,2001 Rec Center Dr,Morgantown,WV,26506,#ERROR!,,,,"4.7 stars, 421 reviews",Approved
YMCA of Huntington West Virginia,,Non-profit organization,Unknown,,935 10th Ave,Huntington,WV,25701,#ERROR!,,,,"4 stars, 84 reviews",Approved
YMCA of Parkersburg,,Non-profit organization,Unknown,,1800 30th St,Parkersburg,WV,26101,#ERROR!,,,,"4.5 stars, 83 reviews",Approved
Tri-County YMCA Inc.,,Youth organization,Unknown,,200 Carls Ln,Scott Depot,WV,25560,#ERROR!,,,,"3.8 stars, 33 reviews",Approved
South Charleston Community Center,,Community center,Unknown,,601 Jefferson Rd,Charleston,WV,25309,#ERROR!,,,,"4.2 stars, 543 reviews",Approved
